date,product,cut_type,size,sales_quantity
2024-06-23,Salmon Fillet,B,6-7kg,63
2024-06-23,Salmon Fillet,B,7-8kg,51
2024-06-23,Salmon Fillet,B,8-9kg,30
2024-06-23,Salmon Fillet,C,1-2kg,45
2024-06-23,Salmon Fillet,C,2-3kg,58
2024-06-23,Salmon Fillet,C,3-4kg,37
2024-06-23,Salmon Fillet,C,4-5kg,44
2024-06-23,Salmon Fillet,C,5-6kg,38
2024-06-23,Salmon Fillet,C,6-7kg,69
2024-06-23,Salmon Fillet,C,7-8kg,62
2024-06-23,Salmon Fillet,C,8-9kg,43
2024-06-23,Salmon Fillet,D,1-2kg,54
2024-06-23,Salmon Fillet,D,2-3kg,48
2024-06-23,Salmon Fillet,D,3-4kg,59
2024-06-23,Salmon Fillet,D,4-5kg,57
2024-06-23,Salmon Fillet,D,5-6kg,57
2024-06-23,Salmon Fillet,D,6-7kg,58
2024-06-23,Salmon Fillet,D,7-8kg,74
2024-06-23,Salmon Fillet,D,8-9kg,41
2024-06-23,Salmon Fillet,E,1-2kg,37
2024-06-23,Salmon Fillet,E,2-3kg,51
2024-06-23,Salmon Fillet,E,3-4kg,29
2024-06-23,Salmon Fillet,E,4-5kg,34
2024-06-23,Salmon Fillet,E,5-6kg,41
2024-06-23,Salmon Fillet,E,6-7kg,42
2024-06-23,Salmon Fillet,E,7-8kg,35
2024-06-23,Salmon Fillet,E,8-9kg,53
2024-06-23,Salmon Fillet,F,1-2kg,48
2024-06-23,Salmon Fillet,F,2-3kg,48
2024-06-23,Salmon Fillet,F,3-4kg,62
2024-06-23,Salmon Fillet,F,4-5kg,37
2024-06-23,Salmon Fillet,F,5-6kg,51
2024-06-23,Salmon Fillet,F,6-7kg,57
2024-06-23,Salmon Fillet,F,7-8kg,35
2024-06-23,Salmon Fillet,F,8-9kg,28
2024-06-23,Trout Fillet,,,110
2024-06-23,Cod Fillet,,,111
2024-06-23,Shrimp,,,140
2024-06-23,Herring,,,96
2024-06-30,Salmon Fillet,A,1-2kg,63
2024-06-30,Salmon Fillet,A,2-3kg,46
2024-06-30,Salmon Fillet,A,3-4kg,55
2024-06-30,Salmon Fillet,A,4-5kg,65
2024-06-30,Salmon Fillet,A,5-6kg,27
2024-06-30,Salmon Fillet,A,6-7kg,57
2024-06-30,Salmon Fillet,A,7-8kg,68
2024-06-30,Salmon Fillet,A,8-9kg,54
2024-06-30,Salmon Fillet,B,1-2kg,66
2024-06-30,Salmon Fillet,B,2-3kg,47
2024-06-30,Salmon Fillet,B,3-4kg,54
2024-06-30,Salmon Fillet,B,4-5kg,51
2024-06-30,Salmon Fillet,B,5-6kg,25
2024-06-30,Salmon Fillet,B,6-7kg,43
2024-06-30,Salmon Fillet,B,7-8kg,38
2024-06-30,Salmon Fillet,B,8-9kg,54
2024-06-30,Salmon Fillet,C,1-2kg,54
2024-06-30,Salmon Fillet,C,2-3kg,53
2024-06-30,Salmon Fillet,C,3-4kg,63
2024-06-30,Salmon Fillet,C,4-5kg,48
2024-06-30,Salmon Fillet,C,5-6kg,65
2024-06-30,Salmon Fillet,C,6-7kg,45
2024-06-30,Salmon Fillet,C,7-8kg,55
2024-06-30,Salmon Fillet,C,8-9kg,43
2024-06-30,Salmon Fillet,D,1-2kg,58
2024-06-30,Salmon Fillet,D,2-3kg,48
2024-06-30,Salmon Fillet,D,3-4kg,58
2024-06-30,Salmon Fillet,D,4-5kg,37
2024-06-30,Salmon Fillet,D,5-6kg,37
2024-06-30,Salmon Fillet,D,6-7kg,58
2024-06-30,Salmon Fillet,D,7-8kg,45
2024-06-30,Salmon Fillet,D,8-9kg,41
2024-06-30,Salmon Fillet,E,1-2kg,61
2024-06-30,Salmon Fillet,E,2-3kg,48
2024-06-30,Salmon Fillet,E,3-4kg,51
2024-06-30,Salmon Fillet,E,4-5kg,58
2024-06-30,Salmon Fillet,E,5-6kg,61
2024-06-30,Salmon Fillet,E,6-7kg,62
2024-06-30,Salmon Fillet,E,7-8kg,52
2024-06-30,Salmon Fillet,E,8-9kg,61
2024-06-30,Salmon Fillet,F,1-2kg,40
2024-06-30,Salmon Fillet,F,2-3kg,35
2024-06-30,Salmon Fillet,F,3-4kg,27
2024-06-30,Salmon Fillet,F,4-5kg,70
2024-06-30,Salmon Fillet,F,5-6kg,39
2024-06-30,Salmon Fillet,F,6-7kg,47
2024-06-30,Salmon Fillet,F,7-8kg,38
2024-06-30,Salmon Fillet,F,8-9kg,56
2024-06-30,Trout Fillet,,,101
2024-06-30,Cod Fillet,,,67
2024-06-30,Shrimp,,,101
2024-06-30,Herring,,,71
2024-07-07,Salmon Fillet,A,1-2kg,27
2024-07-07,Salmon Fillet,A,2-3kg,12
2024-07-07,Salmon Fillet,A,3-4kg,15
2024-07-07,Salmon Fillet,A,4-5kg,31
2024-07-07,Salmon Fillet,A,5-6kg,14
2024-07-07,Salmon Fillet,A,6-7kg,25
2024-07-07,Salmon Fillet,A,7-8kg,38
2024-07-07,Salmon Fillet,A,8-9kg,34
2024-07-07,Salmon Fillet,B,1-2kg,49
2024-07-07,Salmon Fillet,B,2-3kg,53
2024-07-07,Salmon Fillet,B,3-4kg,27
2024-07-07,Salmon Fillet,B,4-5kg,45
2024-07-07,Salmon Fillet,B,5-6kg,41
2024-07-07,Salmon Fillet,B,6-7kg,33
2024-07-07,Salmon Fillet,B,7-8kg,16
2024-07-07,Salmon Fillet,B,8-9kg,30
2024-07-07,Salmon Fillet,C,1-2kg,35
2024-07-07,Salmon Fillet,C,2-3kg,35
2024-07-07,Salmon Fillet,C,3-4kg,34
2024-07-07,Salmon Fillet,C,4-5kg,24
2024-07-07,Salmon Fillet,C,5-6kg,25
2024-07-07,Salmon Fillet,C,6-7kg,33
2024-07-07,Salmon Fillet,C,7-8kg,39
2024-07-07,Salmon Fillet,C,8-9kg,27
2024-07-07,Salmon Fillet,D,1-2kg,40
2024-07-07,Salmon Fillet,D,2-3kg,20
2024-07-07,Salmon Fillet,D,3-4kg,26
2024-07-07,Salmon Fillet,D,4-5kg,33
2024-07-07,Salmon Fillet,D,5-6kg,23
2024-07-07,Salmon Fillet,D,6-7kg,25
2024-07-07,Salmon Fillet,D,7-8kg,51
2024-07-07,Salmon Fillet,D,8-9kg,31
2024-07-07,Salmon Fillet,E,1-2kg,64
2024-07-07,Salmon Fillet,E,2-3kg,37
2024-07-07,Salmon Fillet,E,3-4kg,37
2024-07-07,Salmon Fillet,E,4-5kg,38
2024-07-07,Salmon Fillet,E,5-6kg,61
2024-07-07,Salmon Fillet,E,6-7kg,20
2024-07-07,Salmon Fillet,E,7-8kg,26
2024-07-07,Salmon Fillet,E,8-9kg,31
2024-07-07,Salmon Fillet,F,1-2kg,32
2024-07-07,Salmon Fillet,F,2-3kg,18
2024-07-07,Salmon Fillet,F,3-4kg,37
2024-07-07,Salmon Fillet,F,4-5kg,51
2024-07-07,Salmon Fillet,F,5-6kg,40
2024-07-07,Salmon Fillet,F,6-7kg,28
2024-07-07,Salmon Fillet,F,7-8kg,28
2024-07-07,Salmon Fillet,F,8-9kg,44
2024-07-07,Trout Fillet,,,58
2024-07-07,Cod Fillet,,,119
2024-07-07,Shrimp,,,117
2024-07-07,Herring,,,87
2024-07-14,Salmon Fillet,A,1-2kg,39
2024-07-14,Salmon Fillet,A,2-3kg,45
2024-07-14,Salmon Fillet,A,3-4kg,46
2024-07-14,Salmon Fillet,A,4-5kg,23
2024-07-14,Salmon Fillet,A,5-6kg,25
2024-07-14,Salmon Fillet,A,6-7kg,22
2024-07-14,Salmon Fillet,A,7-8kg,40
2024-07-14,Salmon Fillet,A,8-9kg,37
2024-07-14,Salmon Fillet,B,1-2kg,22
2024-07-14,Salmon Fillet,B,2-3kg,31
2024-07-14,Salmon Fillet,B,3-4kg,20
2024-07-14,Salmon Fillet,B,4-5kg,28
2024-07-14,Salmon Fillet,B,5-6kg,41
2024-07-14,Salmon Fillet,B,6-7kg,25
2024-07-14,Salmon Fillet,B,7-8kg,36
2024-07-14,Salmon Fillet,B,8-9kg,13
2024-07-14,Salmon Fillet,C,1-2kg,38
2024-07-14,Salmon Fillet,C,2-3kg,31
2024-07-14,Salmon Fillet,C,3-4kg,30
2024-07-14,Salmon Fillet,C,4-5kg,28
2024-07-14,Salmon Fillet,C,5-6kg,39
2024-07-14,Salmon Fillet,C,6-7kg,29
2024-07-14,Salmon Fillet,C,7-8kg,17
2024-07-14,Salmon Fillet,C,8-9kg,52
2024-07-14,Salmon Fillet,D,1-2kg,31
2024-07-14,Salmon Fillet,D,2-3kg,37
2024-07-14,Salmon Fillet,D,3-4kg,48
2024-07-14,Salmon Fillet,D,4-5kg,68
2024-07-14,Salmon Fillet,D,5-6kg,22
2024-07-14,Salmon Fillet,D,6-7kg,38
2024-07-14,Salmon Fillet,D,7-8kg,32
2024-07-14,Salmon Fillet,D,8-9kg,24
2024-07-14,Salmon Fillet,E,1-2kg,29
2024-07-14,Salmon Fillet,E,2-3kg,26
2024-07-14,Salmon Fillet,E,3-4kg,35
2024-07-14,Salmon Fillet,E,4-5kg,15
2024-07-14,Salmon Fillet,E,5-6kg,42
2024-07-14,Salmon Fillet,E,6-7kg,37
2024-07-14,Salmon Fillet,E,7-8kg,42
2024-07-14,Salmon Fillet,E,8-9kg,35
2024-07-14,Salmon Fillet,F,1-2kg,30
2024-07-14,Salmon Fillet,F,2-3kg,32
2024-07-14,Salmon Fillet,F,3-4kg,24
2024-07-14,Salmon Fillet,F,4-5kg,26
2024-07-14,Salmon Fillet,F,5-6kg,21
2024-07-14,Salmon Fillet,F,6-7kg,30
2024-07-14,Salmon Fillet,F,7-8kg,13
2024-07-14,Salmon Fillet,F,8-9kg,44
2024-07-14,Trout Fillet,,,61
2024-07-14,Cod Fillet,,,105
2024-07-14,Shrimp,,,92
2024-07-14,Herring,,,54
2024-07-21,Salmon Fillet,A,1-2kg,20
2024-07-21,Salmon Fillet,A,2-3kg,59
2024-07-21,Salmon Fillet,A,3-4kg,49
2024-07-21,Salmon Fillet,A,4-5kg,29
2024-07-21,Salmon Fillet,A,5-6kg,40
2024-07-21,Salmon Fillet,A,6-7kg,29
2024-07-21,Salmon Fillet,A,7-8kg,34
2024-07-21,Salmon Fillet,A,8-9kg,32
2024-07-21,Salmon Fillet,B,1-2kg,11
2024-07-21,Salmon Fillet,B,2-3kg,23
2024-07-21,Salmon Fillet,B,3-4kg,37
2024-07-21,Salmon Fillet,B,4-5kg,26
2024-07-21,Salmon Fillet,B,5-6kg,32
2024-07-21,Salmon Fillet,B,6-7kg,27
2024-07-21,Salmon Fillet,B,7-8kg,30
2024-07-21,Salmon Fillet,B,8-9kg,47
2024-07-21,Salmon Fillet,C,1-2kg,35
2024-07-21,Salmon Fillet,C,2-3kg,34
2024-07-21,Salmon Fillet,C,3-4kg,40
2024-07-21,Salmon Fillet,C,4-5kg,36
2024-07-21,Salmon Fillet,C,5-6kg,46
2024-07-21,Salmon Fillet,C,6-7kg,26
2024-07-21,Salmon Fillet,C,7-8kg,32
2024-07-21,Salmon Fillet,C,8-9kg,20
2024-07-21,Salmon Fillet,D,1-2kg,26
2024-07-21,Salmon Fillet,D,2-3kg,41
2024-07-21,Salmon Fillet,D,3-4kg,48
2024-07-21,Salmon Fillet,D,4-5kg,39
2024-07-21,Salmon Fillet,D,5-6kg,14
2024-07-21,Salmon Fillet,D,6-7kg,43
2024-07-21,Salmon Fillet,D,7-8kg,16
2024-07-21,Salmon Fillet,D,8-9kg,41
2024-07-21,Salmon Fillet,E,1-2kg,32
2024-07-21,Salmon Fillet,E,2-3kg,46
2024-07-21,Salmon Fillet,E,3-4kg,25
2024-07-21,Salmon Fillet,E,4-5kg,51
2024-07-21,Salmon Fillet,E,5-6kg,17
2024-07-21,Salmon Fillet,E,6-7kg,23
2024-07-21,Salmon Fillet,E,7-8kg,22
2024-07-21,Salmon Fillet,E,8-9kg,22
2024-07-21,Salmon Fillet,F,1-2kg,32
2024-07-21,Salmon Fillet,F,2-3kg,56
2024-07-21,Salmon Fillet,F,3-4kg,63
2024-07-21,Salmon Fillet,F,4-5kg,40
2024-07-21,Salmon Fillet,F,5-6kg,47
2024-07-21,Salmon Fillet,F,6-7kg,32
2024-07-21,Salmon Fillet,F,7-8kg,39
2024-07-21,Salmon Fillet,F,8-9kg,32
2024-07-21,Trout Fillet,,,81
2024-07-21,Cod Fillet,,,79
2024-07-21,Shrimp,,,65
2024-07-21,Herring,,,68
2024-07-28,Salmon Fillet,A,1-2kg,33
2024-07-28,Salmon Fillet,A,2-3kg,40
2024-07-28,Salmon Fillet,A,3-4kg,21
2024-07-28,Salmon Fillet,A,4-5kg,37
2024-07-28,Salmon Fillet,A,5-6kg,52
2024-07-28,Salmon Fillet,A,6-7kg,44
2024-07-28,Salmon Fillet,A,7-8kg,46
2024-07-28,Salmon Fillet,A,8-9kg,35
2024-07-28,Salmon Fillet,B,1-2kg,34
2024-07-28,Salmon Fillet,B,2-3kg,50
2024-07-28,Salmon Fillet,B,3-4kg,45
2024-07-28,Salmon Fillet,B,4-5kg,16
2024-07-28,Salmon Fillet,B,5-6kg,20
2024-07-28,Salmon Fillet,B,6-7kg,52
2024-07-28,Salmon Fillet,B,7-8kg,29
2024-07-28,Salmon Fillet,B,8-9kg,28
2024-07-28,Salmon Fillet,C,1-2kg,26
2024-07-28,Salmon Fillet,C,2-3kg,33
2024-07-28,Salmon Fillet,C,3-4kg,15
2024-07-28,Salmon Fillet,C,4-5kg,51
2024-07-28,Salmon Fillet,C,5-6kg,31
2024-07-28,Salmon Fillet,C,6-7kg,35
2024-07-28,Salmon Fillet,C,7-8kg,36
2024-07-28,Salmon Fillet,C,8-9kg,45
2024-07-28,Salmon Fillet,D,1-2kg,40
2024-07-28,Salmon Fillet,D,2-3kg,46
2024-07-28,Salmon Fillet,D,3-4kg,32
2024-07-28,Salmon Fillet,D,4-5kg,33
2024-07-28,Salmon Fillet,D,5-6kg,44
2024-07-28,Salmon Fillet,D,6-7kg,32
2024-07-28,Salmon Fillet,D,7-8kg,32
2024-07-28,Salmon Fillet,D,8-9kg,37
2024-07-28,Salmon Fillet,E,1-2kg,44
2024-07-28,Salmon Fillet,E,2-3kg,21
2024-07-28,Salmon Fillet,E,3-4kg,38
2024-07-28,Salmon Fillet,E,4-5kg,34
2024-07-28,Salmon Fillet,E,5-6kg,43
2024-07-28,Salmon Fillet,E,6-7kg,45
2024-07-28,Salmon Fillet,E,7-8kg,46
2024-07-28,Salmon Fillet,E,8-9kg,52
2024-07-28,Salmon Fillet,F,1-2kg,45
2024-07-28,Salmon Fillet,F,2-3kg,50
2024-07-28,Salmon Fillet,F,3-4kg,34
2024-07-28,Salmon Fillet,F,4-5kg,30
2024-07-28,Salmon Fillet,F,5-6kg,42
2024-07-28,Salmon Fillet,F,6-7kg,42
2024-07-28,Salmon Fillet,F,7-8kg,30
2024-07-28,Salmon Fillet,F,8-9kg,42
2024-07-28,Trout Fillet,,,68
2024-07-28,Cod Fillet,,,61
2024-07-28,Shrimp,,,96
2024-07-28,Herring,,,70
2024-08-04,Salmon Fillet,A,1-2kg,42
2024-08-04,Salmon Fillet,A,2-3kg,12
2024-08-04,Salmon Fillet,A,3-4kg,18
2024-08-04,Salmon Fillet,A,4-5kg,29
2024-08-04,Salmon Fillet,A,5-6kg,38
2024-08-04,Salmon Fillet,A,6-7kg,31
2024-08-04,Salmon Fillet,A,7-8kg,32
2024-08-04,Salmon Fillet,A,8-9kg,12
2024-08-04,Salmon Fillet,B,1-2kg,11
2024-08-04,Salmon Fillet,B,2-3kg,25
2024-08-04,Salmon Fillet,B,3-4kg,6
2024-08-04,Salmon Fillet,B,4-5kg,19
2024-08-04,Salmon Fillet,B,5-6kg,27
2024-08-04,Salmon Fillet,B,6-7kg,19
2024-08-04,Salmon Fillet,B,7-8kg,37
2024-08-04,Salmon Fillet,B,8-9kg,37
2024-08-04,Salmon Fillet,C,1-2kg,6
2024-08-04,Salmon Fillet,C,2-3kg,18
2024-08-04,Salmon Fillet,C,3-4kg,5
2024-08-04,Salmon Fillet,C,4-5kg,19
2024-08-04,Salmon Fillet,C,5-6kg,30
2024-08-04,Salmon Fillet,C,6-7kg,19
2024-08-04,Salmon Fillet,C,7-8kg,25
2024-08-04,Salmon Fillet,C,8-9kg,7
2024-08-04,Salmon Fillet,D,1-2kg,35
2024-08-04,Salmon Fillet,D,2-3kg,19
2024-08-04,Salmon Fillet,D,3-4kg,28
2024-08-04,Salmon Fillet,D,4-5kg,21
2024-08-04,Salmon Fillet,D,5-6kg,15
2024-08-04,Salmon Fillet,D,6-7kg,8
2024-08-04,Salmon Fillet,D,7-8kg,36
2024-08-04,Salmon Fillet,D,8-9kg,29
2024-08-04,Salmon Fillet,E,1-2kg,34
2024-08-04,Salmon Fillet,E,2-3kg,26
2024-08-04,Salmon Fillet,E,3-4kg,22
2024-08-04,Salmon Fillet,E,4-5kg,5
2024-08-04,Salmon Fillet,E,5-6kg,22
2024-08-04,Salmon Fillet,E,6-7kg,26
2024-08-04,Salmon Fillet,E,7-8kg,44
2024-08-04,Salmon Fillet,E,8-9kg,33
2024-08-04,Salmon Fillet,F,1-2kg,35
2024-08-04,Salmon Fillet,F,2-3kg,26
2024-08-04,Salmon Fillet,F,3-4kg,18
2024-08-04,Salmon Fillet,F,4-5kg,28
2024-08-04,Salmon Fillet,F,5-6kg,30
2024-08-04,Salmon Fillet,F,6-7kg,19
2024-08-04,Salmon Fillet,F,7-8kg,16
2024-08-04,Salmon Fillet,F,8-9kg,24
2024-08-04,Trout Fillet,,,81
2024-08-04,Cod Fillet,,,10
2024-08-04,Shrimp,,,77
2024-08-04,Herring,,,34
2024-08-11,Salmon Fillet,A,1-2kg,9
2024-08-11,Salmon Fillet,A,2-3kg,33
2024-08-11,Salmon Fillet,A,3-4kg,26
2024-08-11,Salmon Fillet,A,4-5kg,33
2024-08-11,Salmon Fillet,A,5-6kg,31
2024-08-11,Salmon Fillet,A,6-7kg,46
2024-08-11,Salmon Fillet,A,7-8kg,31
2024-08-11,Salmon Fillet,A,8-9kg,19
2024-08-11,Salmon Fillet,B,1-2kg,23
2024-08-11,Salmon Fillet,B,2-3kg,36
2024-08-11,Salmon Fillet,B,3-4kg,17
2024-08-11,Salmon Fillet,B,4-5kg,20
2024-08-11,Salmon Fillet,B,5-6kg,20
2024-08-11,Salmon Fillet,B,6-7kg,7
2024-08-11,Salmon Fillet,B,7-8kg,26
2024-08-11,Salmon Fillet,B,8-9kg,5
2024-08-11,Salmon Fillet,C,1-2kg,19
2024-08-11,Salmon Fillet,C,2-3kg,27
2024-08-11,Salmon Fillet,C,3-4kg,17
2024-08-11,Salmon Fillet,C,4-5kg,43
2024-08-11,Salmon Fillet,C,5-6kg,11
2024-08-11,Salmon Fillet,C,6-7kg,40
2024-08-11,Salmon Fillet,C,7-8kg,33
2024-08-11,Salmon Fillet,C,8-9kg,10
2024-08-11,Salmon Fillet,D,1-2kg,48
2024-08-11,Salmon Fillet,D,2-3kg,19
2024-08-11,Salmon Fillet,D,3-4kg,17
2024-08-11,Salmon Fillet,D,4-5kg,5
2024-08-11,Salmon Fillet,D,5-6kg,23
2024-08-11,Salmon Fillet,D,6-7kg,27
2024-08-11,Salmon Fillet,D,7-8kg,29
2024-08-11,Salmon Fillet,D,8-9kg,24
2024-08-11,Salmon Fillet,E,1-2kg,26
2024-08-11,Salmon Fillet,E,2-3kg,25
2024-08-11,Salmon Fillet,E,3-4kg,5
2024-08-11,Salmon Fillet,E,4-5kg,21
2024-08-11,Salmon Fillet,E,5-6kg,5
2024-08-11,Salmon Fillet,E,6-7kg,30
2024-08-11,Salmon Fillet,E,7-8kg,19
2024-08-11,Salmon Fillet,E,8-9kg,30
2024-08-11,Salmon Fillet,F,1-2kg,35
2024-08-11,Salmon Fillet,F,2-3kg,14
2024-08-11,Salmon Fillet,F,3-4kg,36
2024-08-11,Salmon Fillet,F,4-5kg,21
2024-08-11,Salmon Fillet,F,5-6kg,43
2024-08-11,Salmon Fillet,F,6-7kg,20
2024-08-11,Salmon Fillet,F,7-8kg,12
2024-08-11,Salmon Fillet,F,8-9kg,27
2024-08-11,Trout Fillet,,,45
2024-08-11,Cod Fillet,,,44
2024-08-11,Shrimp,,,57
2024-08-11,Herring,,,60
2024-08-18,Salmon Fillet,A,1-2kg,33
2024-08-18,Salmon Fillet,A,2-3kg,5
2024-08-18,Salmon Fillet,A,3-4kg,22
2024-08-18,Salmon Fillet,A,4-5kg,31
2024-08-18,Salmon Fillet,A,5-6kg,24
2024-08-18,Salmon Fillet,A,6-7kg,38
2024-08-18,Salmon Fillet,A,7-8kg,26
2024-08-18,Salmon Fillet,A,8-9kg,20
2024-08-18,Salmon Fillet,B,1-2kg,25
2024-08-18,Salmon Fillet,B,2-3kg,21
2024-08-18,Salmon Fillet,B,3-4kg,23
2024-08-18,Salmon Fillet,B,4-5kg,33
2024-08-18,Salmon Fillet,B,5-6kg,22
2024-08-18,Salmon Fillet,B,6-7kg,13
2024-08-18,Salmon Fillet,B,7-8kg,23
2024-08-18,Salmon Fillet,B,8-9kg,38
2024-08-18,Salmon Fillet,C,1-2kg,5
2024-08-18,Salmon Fillet,C,2-3kg,29
2024-08-18,Salmon Fillet,C,3-4kg,25
2024-08-18,Salmon Fillet,C,4-5kg,10
2024-08-18,Salmon Fillet,C,5-6kg,26
2024-08-18,Salmon Fillet,C,6-7kg,30
2024-08-18,Salmon Fillet,C,7-8kg,27
2024-08-18,Salmon Fillet,C,8-9kg,5
2024-08-18,Salmon Fillet,D,1-2kg,38
2024-08-18,Salmon Fillet,D,2-3kg,15
2024-08-18,Salmon Fillet,D,3-4kg,33
2024-08-18,Salmon Fillet,D,4-5kg,29
2024-08-18,Salmon Fillet,D,5-6kg,19
2024-08-18,Salmon Fillet,D,6-7kg,27
2024-08-18,Salmon Fillet,D,7-8kg,19
2024-08-18,Salmon Fillet,D,8-9kg,5
2024-08-18,Salmon Fillet,E,1-2kg,37
2024-08-18,Salmon Fillet,E,2-3kg,20
2024-08-18,Salmon Fillet,E,3-4kg,10
2024-08-18,Salmon Fillet,E,4-5kg,23
2024-08-18,Salmon Fillet,E,5-6kg,28
2024-08-18,Salmon Fillet,E,6-7kg,21
2024-08-18,Salmon Fillet,E,7-8kg,28
2024-08-18,Salmon Fillet,E,8-9kg,12
2024-08-18,Salmon Fillet,F,1-2kg,18
2024-08-18,Salmon Fillet,F,2-3kg,27
2024-08-18,Salmon Fillet,F,3-4kg,39
2024-08-18,Salmon Fillet,F,4-5kg,25
2024-08-18,Salmon Fillet,F,5-6kg,31
2024-08-18,Salmon Fillet,F,6-7kg,28
2024-08-18,Salmon Fillet,F,7-8kg,18
2024-08-18,Salmon Fillet,F,8-9kg,25
2024-08-18,Trout Fillet,,,57
2024-08-18,Cod Fillet,,,67
2024-08-18,Shrimp,,,81
2024-08-18,Herring,,,55
2024-08-25,Salmon Fillet,A,1-2kg,30
2024-08-25,Salmon Fillet,A,2-3kg,9
2024-08-25,Salmon Fillet,A,3-4kg,19
2024-08-25,Salmon Fillet,A,4-5kg,17
2024-08-25,Salmon Fillet,A,5-6kg,26
2024-08-25,Salmon Fillet,A,6-7kg,20
2024-08-25,Salmon Fillet,A,7-8kg,27
2024-08-25,Salmon Fillet,A,8-9kg,16
2024-08-25,Salmon Fillet,B,1-2kg,28
2024-08-25,Salmon Fillet,B,2-3kg,35
2024-08-25,Salmon Fillet,B,3-4kg,6
2024-08-25,Salmon Fillet,B,4-5kg,47
2024-08-25,Salmon Fillet,B,5-6kg,24
2024-08-25,Salmon Fillet,B,6-7kg,5
2024-08-25,Salmon Fillet,B,7-8kg,20
2024-08-25,Salmon Fillet,B,8-9kg,27
2024-08-25,Salmon Fillet,C,1-2kg,20
2024-08-25,Salmon Fillet,C,2-3kg,30
2024-08-25,Salmon Fillet,C,3-4kg,36
2024-08-25,Salmon Fillet,C,4-5kg,21
2024-08-25,Salmon Fillet,C,5-6kg,33
2024-08-25,Salmon Fillet,C,6-7kg,20
2024-08-25,Salmon Fillet,C,7-8kg,37
2024-08-25,Salmon Fillet,C,8-9kg,13
2024-08-25,Salmon Fillet,D,1-2kg,23
2024-08-25,Salmon Fillet,D,2-3kg,29
2024-08-25,Salmon Fillet,D,3-4kg,35
2024-08-25,Salmon Fillet,D,4-5kg,14
2024-08-25,Salmon Fillet,D,5-6kg,6
2024-08-25,Salmon Fillet,D,6-7kg,25
2024-08-25,Salmon Fillet,D,7-8kg,27
2024-08-25,Salmon Fillet,D,8-9kg,36
2024-08-25,Salmon Fillet,E,1-2kg,15
2024-08-25,Salmon Fillet,E,2-3kg,33
2024-08-25,Salmon Fillet,E,3-4kg,50
2024-08-25,Salmon Fillet,E,4-5kg,25
2024-08-25,Salmon Fillet,E,5-6kg,15
2024-08-25,Salmon Fillet,E,6-7kg,17
2024-08-25,Salmon Fillet,E,7-8kg,24
2024-08-25,Salmon Fillet,E,8-9kg,33
2024-08-25,Salmon Fillet,F,1-2kg,22
2024-08-25,Salmon Fillet,F,2-3kg,43
2024-08-25,Salmon Fillet,F,3-4kg,16
2024-08-25,Salmon Fillet,F,4-5kg,9
2024-08-25,Salmon Fillet,F,5-6kg,33
2024-08-25,Salmon Fillet,F,6-7kg,5
2024-08-25,Salmon Fillet,F,7-8kg,19
2024-08-25,Salmon Fillet,F,8-9kg,57
2024-08-25,Trout Fillet,,,56
2024-08-25,Cod Fillet,,,28
2024-08-25,Shrimp,,,54
2024-08-25,Herring,,,65
2024-09-01,Salmon Fillet,A,1-2kg,21
2024-09-01,Salmon Fillet,A,2-3kg,28
2024-09-01,Salmon Fillet,A,3-4kg,12
2024-09-01,Salmon Fillet,A,4-5kg,37
2024-09-01,Salmon Fillet,A,5-6kg,25
2024-09-01,Salmon Fillet,A,6-7kg,23
2024-09-01,Salmon Fillet,A,7-8kg,10
2024-09-01,Salmon Fillet,A,8-9kg,28
2024-09-01,Salmon Fillet,B,1-2kg,21
2024-09-01,Salmon Fillet,B,2-3kg,19
2024-09-01,Salmon Fillet,B,3-4kg,13
2024-09-01,Salmon Fillet,B,4-5kg,6
2024-09-01,Salmon Fillet,B,5-6kg,28
2024-09-01,Salmon Fillet,B,6-7kg,19
2024-09-01,Salmon Fillet,B,7-8kg,14
2024-09-01,Salmon Fillet,B,8-9kg,10
2024-09-01,Salmon Fillet,C,1-2kg,31
2024-09-01,Salmon Fillet,C,2-3kg,10
2024-09-01,Salmon Fillet,C,3-4kg,19
2024-09-01,Salmon Fillet,C,4-5kg,19
2024-09-01,Salmon Fillet,C,5-6kg,5
2024-09-01,Salmon Fillet,C,6-7kg,8
2024-09-01,Salmon Fillet,C,7-8kg,21
2024-09-01,Salmon Fillet,C,8-9kg,11
2024-09-01,Salmon Fillet,D,1-2kg,33
2024-09-01,Salmon Fillet,D,2-3kg,29
2024-09-01,Salmon Fillet,D,3-4kg,26
2024-09-01,Salmon Fillet,D,4-5kg,41
2024-09-01,Salmon Fillet,D,5-6kg,22
2024-09-01,Salmon Fillet,D,6-7kg,31
2024-09-01,Salmon Fillet,D,7-8kg,13
2024-09-01,Salmon Fillet,D,8-9kg,47
2024-09-01,Salmon Fillet,E,1-2kg,35
2024-09-01,Salmon Fillet,E,2-3kg,16
2024-09-01,Salmon Fillet,E,3-4kg,25
2024-09-01,Salmon Fillet,E,4-5kg,28
2024-09-01,Salmon Fillet,E,5-6kg,21
2024-09-01,Salmon Fillet,E,6-7kg,16
2024-09-01,Salmon Fillet,E,7-8kg,29
2024-09-01,Salmon Fillet,E,8-9kg,15
2024-09-01,Salmon Fillet,F,1-2kg,22
2024-09-01,Salmon Fillet,F,2-3kg,10
2024-09-01,Salmon Fillet,F,3-4kg,5
